Name,Date of birth,Team,Batting Style,Bowling Style,ODI Debut,Debut Team,Matches played,Innings,Total Run,Not Out,Highe Score,Batting Avg,Balls faced,Stick rate,100s,50s,4s,6s,Caught,Stumped,Balls,Runs,Wickets,Bowling Avg,Economy,Stick rate.1,5WI,10WM,BBI,BBM
Janak Champika Gamage,1964-04-17,sri lanka,Right-hand bat,Right-arm fast-medium,1995-03-29,new zealand,4,2,8,2,7,0.0,9,88.88,0,0,0,0,2,0,132,104,3,34.66,4.727,44.0,0,0,2/17,2/17
Kahakatchchi Patabandige Jayananda Warnaweera,1960-11-23,sri lanka,Left-hand bat,"Right-arm medium, Off-break",1990-12-08,india,6,3,1,3,1,0.0,11,9.09,0,0,0,0,2,0,294,200,6,33.33,4.081,49.0,0,0,2/24,2/24
Kelaniyage Jayantha Silva,1973-02-06,sri lanka,Right-hand bat,Slow left-arm,1995-03-26,new zealand,1,1,1,1,1,0.0,1,100.0,0,0,0,0,0,0,48,55,0,0.0,6.875,0.0,0,0,0/35,0/55
Balapuwaduge Manukulasuriya Amith Jeewan Mendis,1983-01-15,sri lanka,Left-hand bat,Leg-break,2010-06-01,zimbabwe,54,40,604,10,72,20.13,710,85.07,0,1,46,11,13,0,1337,1134,28,40.5,5.0889999999999995,47.75,0,0,3/15,3/15
Jehan Mubarak,1981-10-01,sri lanka,Left-hand bat,Off-break,2002-11-27,south africa,40,37,704,6,72,22.7,1115,63.13,0,4,62,5,12,0,129,95,2,47.5,4.418,64.5,0,0,1/9,1/9
Kapila Indaka Weerakkody Wijegunawardene,1964-11-23,sri lanka,Right-hand bat,Right-arm fast-medium,1988-10-27,pakistan,26,12,20,5,8,2.8569999999999998,54,37.03,0,0,0,0,3,0,1186,986,25,39.44,4.988,47.44,0,0,4/49,4/49
Kaushal Samaraweera Lokuarachchi,1982-05-20,sri lanka,Right-hand bat,Leg-break,2003-04-06,kenya,21,18,210,3,69,14.0,262,80.15,0,1,9,5,5,0,1011,725,31,23.38,4.302,32.61,0,0,4/44,4/44
Kaushalya Weeraratne,1981-01-29,sri lanka,Left-hand bat,Right-arm medium-fast,2000-05-29,bangladesh,15,9,160,1,41,20.0,177,90.39,0,0,10,3,3,0,480,385,6,64.16,4.812,80.0,0,0,3/46,3/46
Kaushik Naginda Amalean,1965-07-04,sri lanka,Right-hand bat,Right-arm fast-medium,1986-03-08,sri lanka,8,3,15,1,9,7.5,26,57.69,0,0,0,0,0,0,318,207,9,23.0,3.905,35.33,0,0,4/46,4/46
Sirimewan Keerthi Ranasinghe,1962-04-07,sri lanka,Left-hand bat,Right-arm medium,1986-03-02,sri lanka,4,3,55,0,41,18.33,81,67.9,0,0,2,0,1,0,126,96,3,32.0,4.571000000000001,42.0,0,0,1/28,1/28
Kasun Disi Kithuruwan Vithanage,1991-02-26,sri lanka,Left-hand bat,Leg-break,2013-12-25,pakistan,6,6,75,1,27,15.0,90,83.33,0,0,11,0,2,0,12,17,0,0.0,8.5,0.0,0,0,0/7,0/7
Chamith Kosala Bandara Kulasekara,1985-07-15,sri lanka,Right-hand bat,Right-arm fast-medium,2011-11-11,pakistan,4,3,38,0,19,12.66,72,52.77,0,0,0,0,1,0,78,80,0,0.0,6.153,0.0,0,0,0/6,0/6
Handunnettige Deepthi Priyantha Kumar Dharmasena,1971-04-24,sri lanka,Right-hand bat,"Right-arm medium, Off-break",1994-08-24,sri lanka,141,87,1222,33,69,22.62,1879,65.03,0,4,63,2,34,0,7009,4998,138,36.21,4.2780000000000005,50.78,0,0,4/37,4/37
Kumar Chokshanada Sangakkara,1977-10-27,sri lanka,Left-hand bat,Off-break,2000-07-05,sri lanka,405,380,14234,41,169,41.98,18048,78.86,25,93,1385,88,403,98,0,0,0,0.0,0.0,0.0,0,0,0,0
Mathurage Don Kusal Janith Perera,1990-08-17,sri lanka,Left-hand bat,Not-Bowled,2013-01-13,australia,73,70,1856,5,135,28.55,2068,89.74,3,9,193,42,27,2,0,0,0,0.0,0.0,0.0,0,0,0,0
Hettige Don Rumesh Lahiru Thirimanne,1989-08-09,sri lanka,Left-hand bat,Right-arm medium-fast,2010-01-05,india,117,97,2946,12,139,34.65,4130,71.33,4,20,227,24,37,0,104,94,3,31.33,5.422999999999999,34.66,0,0,1/25,1/25
Lalith Wasantha Silva Kaluperuma,1949-06-25,sri lanka,Right-hand bat,Off-break,1975-06-07,sri lanka,4,3,33,3,14,0.0,60,55.0,0,0,2,0,0,0,208,137,2,68.5,3.951,104.0,0,0,1/35,1/35
Thewarathantrige Lalithamana Fernando,1962-12-27,sri lanka,Right-hand bat,Right-arm medium,1989-10-25,australia,1,1,8,0,8,8.0,6,133.3,0,0,0,0,0,0,18,16,1,16.0,5.332999999999999,18.0,0,0,1/16,1/16
Sanjeewa Kumara Lanka de Silva,1975-07-29,sri lanka,Right-hand bat,Off-break,1997-07-18,sri lanka,11,6,161,3,57,53.66,193,83.41,0,2,16,0,9,6,0,0,0,0.0,0.0,0.0,0,0,0,0
Separamadu Lasith Malinga Swarnajith,1983-04-09,sri lanka,Right-hand bat,Right-arm fast,2004-07-17,sri lanka,205,102,496,31,56,6.985,654,75.84,0,1,38,20,29,0,9830,8705,301,28.92,5.313,32.65,7,0,6/38,6/38
Denagamage Proboth Mahela de Silva Jayawardene,1977-05-27,sri lanka,Right-hand bat,Right-arm medium,1998-01-24,sri lanka,449,418,12650,39,144,33.37,16020,78.96,19,77,1119,76,218,0,593,563,8,70.37,5.696000000000001,74.12,0,0,2/32,2/32
Mahela Lakmal Udawatte,1986-07-19,sri lanka,Left-hand bat,Off-break,2008-04-10,west indies,9,9,257,0,73,28.55,383,67.1,0,2,25,3,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Hettiarachige Mahes Goonatilleke,1952-08-16,sri lanka,Right-hand bat,Not-Bowled,1982-02-14,sri lanka,6,4,31,3,14,31.0,58,53.44,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,0,0
Basnayake Shalith Malinda Warnapura,1979-05-26,sri lanka,Left-hand bat,Off-break,2007-05-20,pakistan,3,3,35,0,30,11.66,76,46.05,0,0,5,0,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Herath Mudiyanselage Charitha Malinga Bandara,1979-12-31,sri lanka,Right-hand bat,Leg-break googly,2006-01-06,new zealand,31,17,160,4,31,12.3,224,71.42,0,0,8,5,9,0,1470,1232,36,34.22,5.0280000000000005,40.83,0,0,4/31,4/31
Arachchige Manjula Nishantha Munasinghe,1971-10-12,sri lanka,Right-hand bat,Right-arm fast-medium,1994-04-14,australia,5,4,13,1,8,4.333,52,25.0,0,0,0,0,0,0,217,146,4,36.5,4.0360000000000005,54.25,0,0,3/30,3/30
Dudley Marlon Vonhagt,1965-03-31,sri lanka,Right-hand bat,Right-arm medium,1985-02-03,australia,1,1,8,0,8,8.0,17,47.05,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Marvan Samson Atapattu,1970-11-22,sri lanka,Right-hand bat,Leg-break,1990-12-01,india,268,259,8529,32,132,37.57,12593,67.72,11,59,734,15,70,0,51,41,0,0.0,4.823,0.0,0,0,0/1,0/1
Hemal Sri Mevan Pieris,1946-02-16,sri lanka,Left-hand bat,Right-arm fast-medium,1975-06-07,sri lanka,3,3,19,1,16,9.5,59,32.2,0,0,2,0,0,0,132,135,2,67.5,6.136,66.0,0,0,2/68,2/68
Michael Hugh Tissera,1939-03-23,sri lanka,Right-hand bat,Leg-break,1975-06-07,sri lanka,3,3,78,0,52,26.0,147,53.06,0,1,10,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Michael Graydon Vandort,1980-01-19,sri lanka,Left-hand bat,Right-arm medium,2006-01-13,australia,1,1,48,0,48,48.0,117,41.02,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Tissa Appuhamilage Milinda Siriwardene,1985-04-12,sri lanka,Left-hand bat,Slow left-arm,2015-07-11,sri lanka,26,23,513,1,66,23.31,521,98.46,0,3,39,13,5,0,589,530,9,58.88,5.399,65.44,0,0,0,0
Mithra de Silva Wettimuny,1951-11-06,sri lanka,Right-hand bat,Not-Bowled,1983-03-02,new zealand,1,1,2,0,2,2.0,11,18.18,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Muthumudalige Pushpakumara,1981-09-26,sri lanka,Left-hand bat,Off-break,2009-12-27,india,3,1,7,1,7,0.0,19,36.84,0,0,0,0,0,0,30,21,0,0.0,4.2,0.0,0,0,0/21,0/21
Muttiah Muralitharan,1972-04-17,sri lanka,Right-hand bat,Off-break,1993-08-12,sri lanka,350,162,674,63,33,6.808,869,77.56,0,0,50,12,130,0,18811,12326,534,23.08,3.931,35.22,10,0,7/30,7/30
Mohamed Naveed Nawaz,1973-09-20,sri lanka,Left-hand bat,Leg-break,1998-01-26,sri lanka,3,3,31,1,15,15.5,71,43.66,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Nilantha Lakshitha Kithsiri Ratnayake,1968-11-22,sri lanka,Left-hand bat,Right-arm fast-medium,1989-03-24,pakistan,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,101,98,2,49.0,5.821000000000001,50.5,0,0,1/39,1/39
Mapa Rallalage Chandima Niroshan Bandaratilleke,1975-05-16,sri lanka,Right-hand bat,Slow left-arm,1998-06-21,sri lanka,3,1,0,0,0,0.0,2,0.0,0,0,0,0,0,0,144,111,2,55.5,4.625,72.0,0,0,2/29,2/34
Ungamandadige Nisal Kumudusiri Fernando,1970-10-03,sri lanka,Right-hand bat,Off-break,1994-02-15,india,2,2,22,2,20,0.0,25,88.0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Nishantha Ranatunga,1966-01-22,sri lanka,Right-hand bat,Right-arm medium-fast,1993-02-03,sri lanka,2,1,0,0,0,0.0,3,0.0,0,0,0,0,0,0,102,82,1,82.0,4.823,102.0,0,0,1/33,1/33
Kulasekara Mudiyanselage Dinesh Nuwan Kulasekara,1982-07-22,sri lanka,Right-hand bat,Right-arm fast-medium,2003-11-18,sri lanka,185,123,1327,37,73,15.43,1629,81.46,0,4,95,39,46,0,8263,6751,199,33.92,4.902,41.52,1,0,5/22,5/22
Aththachchi Nuwan Pradeep Roshan Fernando,1986-10-19,sri lanka,Right-hand bat,Right-arm fast-medium,2012-07-31,sri lanka,28,12,18,8,7,4.5,52,34.61,0,0,2,0,6,0,1298,1287,33,39.0,5.949,39.33,0,0,2/21,2/21
Demuni Nuwan Tharanga Zoysa,1978-05-13,sri lanka,Left-hand bat,Left-arm fast-medium,1997-03-25,new zealand,95,47,343,21,47,13.19,358,95.81,0,0,29,7,13,0,4259,3213,108,29.75,4.526,39.43,1,0,5/20,5/26
Ratnayake Arachchige Prabath Nissanka,1980-10-25,sri lanka,Right-hand bat,Right-arm medium-fast,2001-10-27,pakistan,23,13,53,5,11,6.625,140,37.85,0,0,4,1,3,0,997,857,27,31.74,5.157,36.92,0,0,4/12,4/12
Pradeep Sri Jayaprakashdaran,1984-01-13,sri lanka,Right-hand bat,Right-arm fast-medium,2005-08-03,sri lanka,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,36,21,1,21.0,3.5,36.0,0,0,1/21,1/21
Gallage Pramodya Wickramasinghe,1971-08-14,sri lanka,Right-hand bat,Right-arm fast-medium,1990-12-31,bangladesh,134,64,344,24,32,8.6,543,63.35,0,0,17,2,26,0,5720,4321,109,39.64,4.532,52.47,0,0,4/37,4/48
Hewasandatchige Asiri Prasanna Wishvanath Jayawardene,1979-09-10,sri lanka,Right-hand bat,Not-Bowled,2003-04-04,pakistan,6,5,27,0,20,5.4,44,61.36,0,0,3,0,4,1,0,0,0,0.0,0.0,0.0,0,0,0,0
Pubudu Bathiya Dassanayake,1970-11-07,sri lanka,Right-hand bat,Not-Bowled,1993-09-02,sri lanka,16,10,85,2,20,10.62,142,59.85,0,0,3,0,9,4,0,0,0,0.0,0.0,0.0,0,0,0,0
Pulasthi Waruna Gunaratne,1973-09-27,sri lanka,Right-hand bat,Right-arm fast-medium,2002-08-07,sri lanka,23,8,36,3,15,7.2,63,57.14,0,0,5,0,3,0,959,908,27,33.62,5.68,35.51,0,0,4/44,4/44
Herath Mudiyanselage Rangana Keerthi Bandara Herath,1978-03-19,sri lanka,Left-hand bat,Slow left-arm,2004-04-25,zimbabwe,72,30,140,15,17,9.333,217,64.51,0,0,10,2,14,0,3242,2362,74,31.91,4.371,43.81,0,0,4/15,4/20
Frederick Ranjan Manilal de Silva Gunatilleke,1951-08-15,sri lanka,Right-hand bat,Right-arm medium,1979-06-16,india,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,54,34,0,0.0,3.7769999999999997,0.0,0,0,0/34,0/34
Ranjan Senerath Madugalle,1959-04-22,sri lanka,Right-hand bat,Off-break,1979-06-16,india,63,56,950,5,73,18.62,1574,60.35,0,3,55,14,18,0,4,1,0,0.0,1.5,0.0,0,0,0/0,0/0
Edward Ranjit Fernando,1944-02-22,sri lanka,Right-hand bat,Not-Bowled,1975-06-07,sri lanka,3,3,47,0,22,15.66,66,71.21,0,0,7,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Madurasinghe Arachchige Wijayasiri Ranjith Madurasinghe,1961-01-30,sri lanka,Left-hand bat,Off-break,1988-09-04, sri lanka,12,6,21,4,8,10.5,62,33.87,0,0,3,0,3,0,480,358,5,71.6,4.475,96.0,0,0,1/11,1/11
Joseph Ravindran Ratnayeke,1960-02-05,sri lanka,Left-hand bat,Right-arm fast-medium,1982-03-12,pakistan,78,69,824,14,50,14.98,1571,52.45,0,1,37,0,14,0,3573,2866,85,33.71,4.812,42.03,0,0,4/23,4/23
Karuppiahyage Ravindra Pushpakumara,1975-07-21,sri lanka,Right-hand bat,Right-arm fast-medium,1994-02-18,india,31,9,36,5,14,9.0,52,69.23,0,0,2,0,8,0,1430,1181,24,49.2,4.955,59.58,0,0,3/25,3/25
Roger Gerard Christopher Ediriweera Wijesuriya,1960-02-18,sri lanka,Right-hand bat,Slow left-arm,1982-03-12,pakistan,8,3,18,2,12,18.0,48,37.5,0,0,0,0,2,0,312,287,8,35.87,5.519,39.0,0,0,2/25,2/25
Rohan Stanley Amarasiriwardene Jayasekera,1957-07-12,sri lanka,Right-hand bat,Not-Bowled,1982-02-13,sri lanka,2,1,17,0,17,17.0,42,40.47,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Romesh Shantha Kaluwitharana,1969-11-24,sri lanka,Right-hand bat,Not-Bowled,1990-12-08,india,189,181,3711,14,102,22.22,4776,77.7,2,23,411,17,132,75,0,0,0,0.0,0.0,0.0,0,0,0,0
Roshan Siriwardene Mahanama,1966-05-31,sri lanka,Right-hand bat,Not-Bowled,1986-03-02,sri lanka,213,198,5162,23,119,29.49,8519,60.59,4,35,329,13,109,0,2,7,0,0.0,21.0,0.0,0,0,0/3,0/3
Roy Luke Dias,1952-10-18,sri lanka,Right-hand bat,Off-break,1979-06-09,new zealand,58,55,1573,5,121,31.46,2315,67.94,2,11,115,2,16,0,56,70,3,23.33,7.5,18.66,0,0,3/25,3/25
Panagodage Don Ruchira Laksiri Perera,1977-06-04,sri lanka,Left-hand bat,Left-arm medium-fast,1999-01-29, sri lanka,19,7,8,2,4,1.6,18,44.44,0,0,0,0,2,0,888,820,19,43.15,5.54,46.73,0,0,3/23,3/23
Rumesh Joseph Ratnayake,1964-02-01,sri lanka,Right-hand bat,"Right-arm fast-medium, Leg-break",1982-09-26,india,70,55,612,18,33,16.54,705,86.8,0,0,41,16,11,0,3575,2712,76,35.68,4.551,47.03,1,0,5/32,5/32
Russel Premakumaran Arnold,1973-10-25,sri lanka,Left-hand bat,Off-break,1997-11-06,south africa,180,155,3950,43,103,35.26,5444,72.55,1,28,284,21,48,0,2157,1739,40,43.47,4.837,53.92,0,0,3/47,3/47
Ruwan Senani Kalpage,1970-02-19,sri lanka,Left-hand bat,Off-break,1992-01-10,pakistan,86,69,844,28,51,20.58,1320,63.93,0,1,29,4,33,0,3960,2975,73,40.75,4.507,54.24,0,0,4/36,4/36
Senanayake Mudiyanselage Sachithra Madhushanka Senanayake,1985-09-02,sri lanka,Right-hand bat,Off-break,2012-01-20,south africa,49,33,290,11,42,13.18,311,93.24,0,0,31,6,19,0,2358,1874,53,35.35,4.768,44.49,0,0,3/14,3/14
Karunakalage Sajeewa Chanaka de Silva,1971-11-01,sri lanka,Left-hand bat,Left-arm fast-medium,1996-09-28,kenya,38,19,39,13,13,6.5,93,41.93,0,0,3,1,12,0,1619,1323,52,25.44,4.9030000000000005,31.13,0,0,3/18,3/18
Sajeewa Weerakoon,1978-02-17,sri lanka,Left-hand bat,Slow left-arm,2012-06-13,sri lanka,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,60,49,1,49.0,4.9,60.0,0,0,1/49,1/49
Franklyn Saliya Ahangama,1959-09-14,sri lanka,Left-hand bat,Right-arm medium,1985-10-25,pakistan,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,18,23,0,0.0,7.666,0.0,0,0,0/23,0/23
Warushavithana Saman Jayantha,1974-01-26,sri lanka,Right-hand bat,Off-break,2004-02-27,sri lanka,17,17,400,2,74,26.66,530,75.47,0,2,54,4,5,0,55,46,0,0.0,5.018,0.0,0,0,0/1,0/1
Sanath Teran Jayasuriya,1969-06-30,sri lanka,Left-hand bat,Slow left-arm,1989-12-26,australia,445,433,13430,18,189,32.36,14723,91.21,28,68,1498,270,123,0,14874,11871,323,36.75,4.788,46.04,4,0,6/29,6/29
Sanath Mohan Silva Kaluperuma,1961-10-22,sri lanka,Right-hand bat,Off-break,1988-01-19,australia,2,2,11,0,7,5.5,41,26.82,0,0,1,0,2,0,6,3,0,0.0,3.0,0.0,0,0,0/3,0/3
Sanjeeva Ranatunga,1969-04-25,sri lanka,Left-hand bat,Off-break,1994-08-03,sri lanka,13,11,253,0,70,23.0,526,48.09,0,2,10,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Seekkuge Prasanna,1985-06-27,sri lanka,Right-hand bat,Leg-break,2011-08-20,sri lanka,38,35,405,3,95,12.65,427,94.84,0,2,29,25,6,0,1855,1673,32,52.28,5.4110000000000005,57.96,0,0,3/32,3/32
Ranaweera Mudiyanselage Shaminda Eranga,1986-06-23,sri lanka,Right-hand bat,Right-arm medium-fast,2011-08-16,sri lanka,19,11,34,8,12,11.33,64,53.12,0,0,4,0,5,0,716,686,21,32.66,5.747999999999999,34.09,0,0,3/46,3/46
Shaul Hameed Uvais Karnain,1962-11-08,sri lanka,Right-hand bat,Right-arm medium,1984-03-31,sri lanka,19,17,229,5,41,19.08,386,59.32,0,0,7,2,1,0,635,505,16,31.56,4.771,39.68,1,0,5/26,5/26
Sidath Wettimuny,1956-12-08,sri lanka,Right-hand bat,Right-arm medium,1982-02-13,sri lanka,35,33,786,1,86,24.56,1636,48.04,0,4,42,0,3,0,57,70,1,70.0,7.367999999999999,57.0,0,0,1/13,1/13
Dandeniyage Somachandra de Silva,1942-11-06,sri lanka,Right-hand bat,Leg-break googly,1975-06-07,sri lanka,41,29,371,10,37,19.52,691,53.69,0,0,22,0,5,0,2076,1557,32,48.65,4.5,64.87,0,0,3/29,3/29
Sridharan Jeganathan,1951-11-07,sri lanka,Right-hand bat,Slow left-arm,1983-03-20,new zealand,5,4,25,1,20,8.333,39,64.1,0,0,2,1,1,0,276,208,5,41.6,4.521,55.2,0,0,2/45,2/45
Deva Lokesh Stanley de Silva,1956-11-17,sri lanka,Right-hand bat,Right-arm fast-medium,1979-06-09,new zealand,2,1,10,0,10,10.0,35,28.57,0,0,0,0,1,0,120,54,2,27.0,2.7,60.0,0,0,2/36,2/36
Sudath Prajiv Pasqual,1961-10-15,sri lanka,Left-hand bat,Right-arm medium,1979-06-09,new zealand,2,2,24,1,23,24.0,28,85.71,0,0,1,0,0,0,28,20,0,0.0,4.285,0.0,0,0,0/20,0/20
Sunil Asoka Jayasinghe,1955-07-15,sri lanka,Right-hand bat,Not-Bowled,1979-06-09,new zealand,2,1,1,0,1,1.0,3,33.33,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Sunil Ramsay de Silva Wettimuny,1949-02-02,sri lanka,Right-hand bat,Right-arm medium,1975-06-11,australia,3,3,136,1,67,68.0,242,56.19,0,2,16,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Hewa Kaluhalmullage Suraj Randiv Kaluhalamulla,1985-01-30,sri lanka,Right-hand bat,Off-break,2009-12-18,india,31,18,280,2,56,17.5,382,73.29,0,1,28,1,7,0,1437,1214,36,33.72,5.0680000000000005,39.91,1,0,5/42,5/42
Ranasinghe Arachchige Suranga Lakmal,1987-10-03,sri lanka,Right-hand bat,Right-arm medium-fast,2009-12-18,india,75,40,161,19,26,7.666,303,53.13,0,0,10,1,14,0,3440,3072,98,31.34,5.358,35.1,0,0,3/15,3/15
Anhettige Suresh Asanka Perera,1978-02-16,sri lanka,Right-hand bat,Right-arm fast-medium,1998-06-19,sri lanka,20,13,195,2,56,17.72,257,75.87,0,1,15,3,4,0,579,522,13,40.15,5.409,44.53,0,0,2/25,2/25
Ellekutige Rufus Nemesion Susil Fernando,1955-12-19,sri lanka,Right-hand bat,Not-Bowled,1983-03-02,new zealand,7,5,101,0,36,20.2,216,46.75,0,0,7,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Paskuwal Handi Tharindu Kaushal,1993-05-03,sri lanka,Right-hand bat,Off-break,2015-03-18,south africa,1,1,0,0,0,0.0,1,0.0,0,0,0,0,0,0,36,25,0,0.0,4.166,0.0,0,0,0,0
Thilan Thusara Samaraweera,1976-09-22,sri lanka,Right-hand bat,Off-break,1998-11-06,india,53,42,862,11,105,27.8,1244,69.29,2,0,76,0,17,0,702,542,11,49.27,4.632,63.81,0,0,3/34,3/34
Magina Thilan Thushara Mirando,1981-01-03,sri lanka,Left-hand bat,Left-arm fast-medium,2008-04-15,west indies,38,27,392,6,54,18.66,424,92.45,0,1,32,9,4,0,1676,1393,50,27.86,4.986000000000001,33.52,1,0,5/47,5/47
Sahan Hewa Thilina Kandamby,1982-04-06,sri lanka,Left-hand bat,Leg-break,2004-04-27,zimbabwe,39,36,870,6,93,29.0,1250,69.6,0,5,71,0,7,0,174,173,2,86.5,5.965,87.0,0,0,2/37,2/37
Narangoda Liyanaarachchilage Tissara Chirantha Perera,1989-03-04,sri lanka,Left-hand bat,Right-arm medium-fast,2009-12-24,india,133,101,1586,14,80,18.22,1427,111.1,0,8,127,56,52,0,4843,4667,149,31.32,5.782,32.5,3,0,6/44,6/44
Tillakaratne Mudiyanselage Dilshan,1976-10-14,sri lanka,Right-hand bat,Off-break,1999-12-11,zimbabwe,331,303,10290,41,161,39.27,11934,86.22,22,47,1112,55,123,1,5880,4778,106,45.07,4.875,55.47,0,0,4/4,4/4
Antony Ralph Marinon Opatha,1947-05-08,sri lanka,Right-hand bat,Right-arm medium,1975-06-07,sri lanka,5,3,29,0,18,9.666,55,52.72,0,0,3,0,3,0,253,180,5,36.0,4.268,50.6,0,0,3/31,3/31
Umagiliya Durage Upul Chandana,1972-07-05,sri lanka,Right-hand bat,Leg-break,1994-04-14,australia,147,111,1627,17,89,17.3,2229,72.99,0,5,108,22,79,0,6142,4818,151,31.9,4.706,40.67,1,0,5/61,5/61
Warushavithana Upul Tharanga,1985-02-02,sri lanka,Left-hand bat,Not-Bowled,2005-08-02,sri lanka,224,212,6780,17,174,34.76,8948,75.77,15,37,777,49,48,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Vinothen Bede John,1960-05-27,sri lanka,Right-hand bat,Right-arm medium-fast,1982-09-12,india,45,19,84,10,15,9.333,152,55.26,0,0,7,0,5,0,2311,1655,34,48.67,4.296,67.97,0,0,3/28,3/28
Yohan Goonasekera,1957-08-11,sri lanka,Left-hand bat,"Left-arm medium, Slow left-arm",1983-03-02,new zealand,3,3,69,0,35,23.0,104,66.34,0,0,8,0,0,0,36,35,1,35.0,5.832999999999999,36.0,0,0,1/24,1/24
Aamer Hameed,1954-10-18,pakistan,Right-hand bat,Right-arm medium-fast,1977-12-23,pakistan,2,0,0,0,0,0.0,0,0.0,0,0,0,0,1,0,66,38,1,38.0,3.4539999999999997,66.0,0,0,1/32,1/32
Aamer Hanif,1967-04-10,pakistan,Right-hand bat,Right-arm medium,1993-11-02,pakistan,5,4,89,2,36,44.5,128,69.53,0,0,6,0,0,0,130,122,4,30.5,5.63,32.5,0,0,3/36,3/36
Aamer Malik,1963-03-01,pakistan,Right-hand bat,Right-arm fast-medium,1988-03-18,west indies,24,23,556,1,90,25.27,959,57.97,0,5,39,0,13,3,120,86,3,28.66,4.3,40.0,0,0,2/35,2/35
Aamer Nazir,1971-02-01,pakistan,Right-hand bat,Right-arm fast-medium,1993-03-26,west indies,9,3,13,2,9,13.0,20,65.0,0,0,0,0,0,0,417,346,11,31.45,4.978,37.9,0,0,3/43,3/43
Mohammad Aamer Sohail Ali,1966-09-14,pakistan,Left-hand bat,Slow left-arm,1990-12-21,pakistan,156,155,4780,5,134,31.86,7312,65.37,5,31,466,19,49,0,4836,3703,85,43.56,4.593999999999999,56.89,0,0,4/22,4/22
Aaqib Javed,1972-05-08,pakistan,Right-hand bat,Right-arm fast-medium,1988-12-10,pakistan,163,51,267,26,45,10.68,456,58.55,0,0,15,7,24,0,8012,5721,182,31.43,4.284,44.02,4,0,7/37,7/37
Abdul Qadir Khan,1955-09-15,pakistan,Right-hand bat,Leg-break googly,1983-06-11,new zealand,104,68,641,26,41,15.26,849,75.5,0,0,36,17,21,0,5100,3454,132,26.16,4.063,38.63,2,0,5/44,5/44
Abdul Razzaq,1979-02-12,pakistan,Right-hand bat,Right-arm fast-medium,1996-11-01,pakistan,265,228,5080,57,112,29.7,6253,81.24,3,23,382,124,35,0,10941,8564,269,31.83,4.696000000000001,40.67,3,0,6/35,6/35
Abdur Rauf Khan,1978-09-12,pakistan,Right-hand bat,Right-arm fast-medium,2008-02-02,pakistan,4,0,0,0,0,0.0,0,0.0,0,0,0,0,2,0,214,212,8,26.5,5.943,26.75,0,0,3/24,3/24
Abdur Rehman,1980-01-03,pakistan,Left-hand bat,Slow left-arm,2006-12-07,pakistan,31,23,142,6,31,8.352,263,53.99,0,0,11,1,7,0,1624,1142,30,38.06,4.218999999999999,54.13,0,0,4/36,4/48
Adnan Akmal,1985-03-13,pakistan,Right-hand bat,Not-Bowled,2011-09-08,zimbabwe,5,4,62,1,27,20.66,89,69.66,0,0,3,0,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Ahmed Shehzad,1991-11-23,pakistan,Right-hand bat,Leg-break,2009-04-24,australia,81,81,2605,1,124,32.56,3614,72.08,6,14,269,18,28,0,115,140,2,70.0,7.303999999999999,57.5,0,0,0/4,0/4
Aizaz Bin Ilyas Cheema,1979-05-09,pakistan,Right-hand bat,Right-arm medium-fast,2011-09-08,zimbabwe,14,6,26,3,9,8.666,45,57.77,0,0,2,0,2,0,658,593,23,25.78,5.407,28.6,0,0,4/24,4/30
Akhtar Sarfraz,1976-02-20,pakistan,Left-hand bat,Left-arm medium,1997-12-12,pakistan,4,4,66,0,25,16.5,99,66.66,0,0,4,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Mohammad Akram Raza,1964-11-22,pakistan,Right-hand bat,Off-break,1989-10-23,australia,49,25,193,14,33,17.54,310,62.25,0,0,8,2,19,0,2601,1611,38,42.39,3.716,68.44,0,0,3/18,3/18
